Gene stable ID	Transcript stable ID	Gene name	KEGG Pathway and Enzyme ID	NCBI gene ID
ENSMUSG00000038685	ENSMUST00000184751	Rtel1		269400
ENSMUSG00000042628	ENSMUST00000222448	Zfyve1		217695
ENSMUSG00000041598	ENSMUST00000153453	Cdc42ep4		56699
ENSMUSG00000074596	ENSMUST00000099097	Spint3		
ENSMUSG00000038685	ENSMUST00000133856	Rtel1		269400
ENSMUSG00000038685	ENSMUST00000137700	Rtel1		269400
ENSMUSG00000038685	ENSMUST00000134651	Rtel1		269400
ENSMUSG00000000131	ENSMUST00000168189	Xpo6		74204
ENSMUSG00000000131	ENSMUST00000009344	Xpo6		74204
ENSMUSG00000074595	ENSMUST00000099096	Wfdc6a		209351
ENSMUSG00000000131	ENSMUST00000166719	Xpo6		74204
ENSMUSG00000074595	ENSMUST00000109342	Wfdc6a		209351
ENSMUSG00000042808	ENSMUST00000082431	Gpx2		14776
ENSMUSG00000042808	ENSMUST00000082431	Gpx2		14777
ENSMUSG00000064302	ENSMUST00000190571	Clasp1		76707
ENSMUSG00000000131	ENSMUST00000171861	Xpo6		74204
ENSMUSG00000000131	ENSMUST00000168564	Xpo6		74204
ENSMUSG00000000131	ENSMUST00000165608	Xpo6		74204
ENSMUSG00000017733	ENSMUST00000103100	Eppin		75526
ENSMUSG00000000131	ENSMUST00000165660	Xpo6		74204
ENSMUSG00000000131	ENSMUST00000166538	Xpo6		74204
ENSMUSG00000027523	ENSMUST00000109095	Gnas		14683
ENSMUSG00000000131	ENSMUST00000166540	Xpo6		74204
ENSMUSG00000000131	ENSMUST00000164741	Xpo6		74204
ENSMUSG00000033373	ENSMUST00000041008	Fntb	00900+2.5.1.58	110606
ENSMUSG00000000131	ENSMUST00000167147	Xpo6		74204
ENSMUSG00000033373	ENSMUST00000137826	Fntb	00900+2.5.1.58	110606
ENSMUSG00000000131	ENSMUST00000163959	Xpo6		74204
ENSMUSG00000025144	ENSMUST00000106154	Cenpx		20892
ENSMUSG00000025144	ENSMUST00000106155	Cenpx		20892
ENSMUSG00000033373	ENSMUST00000125842	Fntb		110606
ENSMUSG00000025144	ENSMUST00000055424	Cenpx		20892
ENSMUSG00000025144	ENSMUST00000026137	Cenpx		20892
ENSMUSG00000090258	ENSMUST00000041262	Churc1		211151
ENSMUSG00000090258	ENSMUST00000110399	Churc1		211151
ENSMUSG00000090258	ENSMUST00000126408	Churc1		211151
ENSMUSG00000037541	ENSMUST00000105902	Shank2		210274
ENSMUSG00000037541	ENSMUST00000213146	Shank2		210274
ENSMUSG00000037541	ENSMUST00000105900	Shank2		210274
ENSMUSG00000070533	ENSMUST00000094351	Wfdc8		277343
ENSMUSG00000064302	ENSMUST00000190733	Clasp1		76707
ENSMUSG00000070533	ENSMUST00000109339	Wfdc8		277343
ENSMUSG00000037541	ENSMUST00000146006	Shank2		210274
ENSMUSG00000037541	ENSMUST00000097929	Shank2		210274
ENSMUSG00000064302	ENSMUST00000189738	Clasp1		76707
ENSMUSG00000070533	ENSMUST00000109338	Wfdc8		277343
ENSMUSG00000040383	ENSMUST00000043160	Aqr		11834
ENSMUSG00000040383	ENSMUST00000102543	Aqr		11834
ENSMUSG00000064302	ENSMUST00000187713	Clasp1		76707
ENSMUSG00000064302	ENSMUST00000165223	Clasp1		76707
ENSMUSG00000041617	ENSMUST00000182368	Ccdc74a		72315
ENSMUSG00000070531	ENSMUST00000094346	Wfdc6b		433502
ENSMUSG00000064302	ENSMUST00000189570	Clasp1		76707
ENSMUSG00000020125	ENSMUST00000046091	Elane		50701
ENSMUSG00000021062	ENSMUST00000021459	Rab15		104886
ENSMUSG00000026604	ENSMUST00000097442	Ptpn14		19250
ENSMUSG00000064302	ENSMUST00000191445	Clasp1		76707
ENSMUSG00000025145	ENSMUST00000026139	Lrrc45		217366
ENSMUSG00000070530	ENSMUST00000109336	Wfdc16		277345
ENSMUSG00000064302	ENSMUST00000189262	Clasp1		76707
ENSMUSG00000021062	ENSMUST00000122419	Rab15		104886
ENSMUSG00000025145	ENSMUST00000145781	Lrrc45		217366
ENSMUSG00000041617	ENSMUST00000056962	Ccdc74a		72315
ENSMUSG00000064302	ENSMUST00000186349	Clasp1		76707
ENSMUSG00000021062	ENSMUST00000121716	Rab15		104886
ENSMUSG00000025145	ENSMUST00000151852	Lrrc45		217366
ENSMUSG00000064302	ENSMUST00000185405	Clasp1		76707
ENSMUSG00000021062	ENSMUST00000118604	Rab15		104886
ENSMUSG00000041617	ENSMUST00000182117	Ccdc74a		72315
ENSMUSG00000021062	ENSMUST00000154765	Rab15		104886
ENSMUSG00000064302	ENSMUST00000188710	Clasp1		76707
ENSMUSG00000041617	ENSMUST00000182976	Ccdc74a		72315
ENSMUSG00000021062	ENSMUST00000141622	Rab15		104886
ENSMUSG00000041617	ENSMUST00000182671	Ccdc74a		72315
ENSMUSG00000026604	ENSMUST00000027898	Ptpn14		19250
ENSMUSG00000041617	ENSMUST00000182344	Ccdc74a		72315
ENSMUSG00000041617	ENSMUST00000183279	Ccdc74a		72315
ENSMUSG00000064302	ENSMUST00000204904	Clasp1		76707
ENSMUSG00000064302	ENSMUST00000191823	Clasp1		76707
ENSMUSG00000064302	ENSMUST00000205176	Clasp1		76707
ENSMUSG00000074594	ENSMUST00000109335	Wfdc9		629754
ENSMUSG00000064302	ENSMUST00000204325	Clasp1		76707
ENSMUSG00000074594	ENSMUST00000099095	Wfdc9		629754
ENSMUSG00000029725	ENSMUST00000126126	Ppp1r35		69871
ENSMUSG00000064302	ENSMUST00000192387	Clasp1		76707
ENSMUSG00000070529	ENSMUST00000094344	Wfdc10		
ENSMUSG00000029725	ENSMUST00000031739	Ppp1r35		69871
ENSMUSG00000029725	ENSMUST00000198929	Ppp1r35		69871
ENSMUSG00000064302	ENSMUST00000049404	Clasp1		76707
ENSMUSG00000064302	ENSMUST00000178710	Clasp1		76707
ENSMUSG00000064302	ENSMUST00000070989	Clasp1		76707
ENSMUSG00000078940	ENSMUST00000109332	Wfdc11		629761
ENSMUSG00000018012	ENSMUST00000018156	Rac3		170758
ENSMUSG00000061013	ENSMUST00000079788	Mkx		210719
ENSMUSG00000018012	ENSMUST00000142229	Rac3		170758
ENSMUSG00000061013	ENSMUST00000176608	Mkx		210719
ENSMUSG00000078940	ENSMUST00000167694	Wfdc11		629761
ENSMUSG00000051067	ENSMUST00000053986	Lingo3		237403
ENSMUSG00000067704	ENSMUST00000088260	Wfdc13		408190
ENSMUSG00000051067	ENSMUST00000219924	Lingo3		237403
ENSMUSG00000053161	ENSMUST00000113436	Daw1		71227
ENSMUSG00000053161	ENSMUST00000065436	Daw1		71227
ENSMUSG00000053161	ENSMUST00000149342	Daw1		71227
ENSMUSG00000053161	ENSMUST00000065403	Daw1		71227
ENSMUSG00000041958	ENSMUST00000048073	Pigs		276846
ENSMUSG00000018776	ENSMUST00000102586	Slc35g3		56293
ENSMUSG00000018776	ENSMUST00000231829	Slc35g3		56293
ENSMUSG00000051950	ENSMUST00000100404	B3glct		381694
ENSMUSG00000029726	ENSMUST00000031740	Mepce		231803
ENSMUSG00000029726	ENSMUST00000132726	Mepce		231803
ENSMUSG00000029726	ENSMUST00000196022	Mepce		231803
ENSMUSG00000026421	ENSMUST00000097561	Csrp1		13007
ENSMUSG00000026421	ENSMUST00000027677	Csrp1		13007
ENSMUSG00000022821	ENSMUST00000160847	Hgd	00350+1.13.11.5	15233
ENSMUSG00000022821	ENSMUST00000160847	Hgd	00643+1.13.11.5	15233
ENSMUSG00000022821	ENSMUST00000159787	Hgd	00350+1.13.11.5	15233
ENSMUSG00000022821	ENSMUST00000159787	Hgd	00643+1.13.11.5	15233
ENSMUSG00000035351	ENSMUST00000052355	Nup37		69736
ENSMUSG00000024044	ENSMUST00000223610	Epb41l3		13823
ENSMUSG00000024044	ENSMUST00000225062	Epb41l3		13823
ENSMUSG00000035351	ENSMUST00000169309	Nup37		69736
ENSMUSG00000027523	ENSMUST00000109096	Gnas		14683
ENSMUSG00000006675	ENSMUST00000006853	P4htm		74443
ENSMUSG00000027582	ENSMUST00000029105	Zgpat		229007
ENSMUSG00000002565	ENSMUST00000002640	Scin		20259
ENSMUSG00000035351	ENSMUST00000219121	Nup37		69736
ENSMUSG00000027523	ENSMUST00000130940	Gnas		14683
ENSMUSG00000027582	ENSMUST00000108807	Zgpat		229007
ENSMUSG00000027523	ENSMUST00000130761	Gnas		14683
ENSMUSG00000002565	ENSMUST00000078481	Scin		20259
ENSMUSG00000006675	ENSMUST00000192080	P4htm		74443
ENSMUSG00000041592	ENSMUST00000041627	Sdk2		237979
ENSMUSG00000006675	ENSMUST00000193621	P4htm		74443
ENSMUSG00000027582	ENSMUST00000116366	Zgpat		229007
ENSMUSG00000027582	ENSMUST00000156258	Zgpat		229007
ENSMUSG00000041592	ENSMUST00000141943	Sdk2		237979
ENSMUSG00000027523	ENSMUST00000087877	Gnas		14683
ENSMUSG00000071342	ENSMUST00000220951	Lsmem1		380755
ENSMUSG00000071342	ENSMUST00000095760	Lsmem1		380755
ENSMUSG00000018750	ENSMUST00000108640	Zbtb4		75580
ENSMUSG00000035215	ENSMUST00000220225	Lsm7		66094
ENSMUSG00000051390	ENSMUST00000174463	Zbtb22		81630
ENSMUSG00000017310	ENSMUST00000017454	Spint4		78239
ENSMUSG00000035215	ENSMUST00000035775	Lsm7		66094
ENSMUSG00000018750	ENSMUST00000108639	Zbtb4		75580
ENSMUSG00000018750	ENSMUST00000108642	Zbtb4		75580
ENSMUSG00000051390	ENSMUST00000053429	Zbtb22		81630
ENSMUSG00000018750	ENSMUST00000156932	Zbtb4		75580
ENSMUSG00000018750	ENSMUST00000132528	Zbtb4		75580
ENSMUSG00000018750	ENSMUST00000153943	Zbtb4		75580
ENSMUSG00000074593	ENSMUST00000103097	Spint5		
ENSMUSG00000018750	ENSMUST00000108638	Zbtb4		75580
ENSMUSG00000034902	ENSMUST00000163075	Pip5k1c		18717
ENSMUSG00000074593	ENSMUST00000180193	Spint5		
ENSMUSG00000024308	ENSMUST00000172619	Tapbp		21356
ENSMUSG00000024308	ENSMUST00000234582	Tapbp		21356
ENSMUSG00000038671	ENSMUST00000185118	Arfrp1		76688
ENSMUSG00000034902	ENSMUST00000105327	Pip5k1c		18717
ENSMUSG00000034902	ENSMUST00000160291	Pip5k1c		18717
ENSMUSG00000076434	ENSMUST00000103096	Wfdc3		71856
ENSMUSG00000034902	ENSMUST00000161854	Pip5k1c		18717
ENSMUSG00000076434	ENSMUST00000109328	Wfdc3		71856
ENSMUSG00000034902	ENSMUST00000045469	Pip5k1c		18717
ENSMUSG00000034902	ENSMUST00000161719	Pip5k1c		18717
ENSMUSG00000034902	ENSMUST00000161869	Pip5k1c		18717
ENSMUSG00000034902	ENSMUST00000161586	Pip5k1c		18717
ENSMUSG00000038671	ENSMUST00000127988	Arfrp1		76688
ENSMUSG00000038671	ENSMUST00000108808	Arfrp1		76688
ENSMUSG00000024308	ENSMUST00000025161	Tapbp		21356
ENSMUSG00000024308	ENSMUST00000234247	Tapbp		21356
ENSMUSG00000027217	ENSMUST00000111265	Tspan18		241556
ENSMUSG00000027217	ENSMUST00000028646	Tspan18		241556
ENSMUSG00000024308	ENSMUST00000234320	Tapbp		21356
ENSMUSG00000040560	ENSMUST00000072726	Wdr7		104082
ENSMUSG00000040560	ENSMUST00000235648	Wdr7		104082
ENSMUSG00000040560	ENSMUST00000236956	Wdr7		104082
ENSMUSG00000040560	ENSMUST00000236879	Wdr7		104082
ENSMUSG00000038671	ENSMUST00000183499	Arfrp1		76688
ENSMUSG00000040560	ENSMUST00000235428	Wdr7		104082
ENSMUSG00000022510	ENSMUST00000115307	Trp63		22061
ENSMUSG00000038671	ENSMUST00000170190	Arfrp1		76688
ENSMUSG00000090077	ENSMUST00000140943	Lime1		72699
ENSMUSG00000041323	ENSMUST00000040876	Ak7	00730+2.7.4.3	78801
ENSMUSG00000041323	ENSMUST00000040876	Ak7	00230+2.7.4.3	78801
ENSMUSG00000041323	ENSMUST00000040876	Ak7	00240+2.7.4.6	78801
ENSMUSG00000041323	ENSMUST00000040876	Ak7	00983+2.7.4.6	78801
ENSMUSG00000041323	ENSMUST00000040876	Ak7	00230+2.7.4.6+2.7.4.3	78801
ENSMUSG00000090077	ENSMUST00000048077	Lime1		72699
ENSMUSG00000041801	ENSMUST00000038945	Phlda3		27280
ENSMUSG00000090077	ENSMUST00000126611	Lime1		72699
ENSMUSG00000090077	ENSMUST00000108804	Lime1		72699
ENSMUSG00000024583	ENSMUST00000237004	Txnl1		
ENSMUSG00000024583	ENSMUST00000025476	Txnl1		
ENSMUSG00000024583	ENSMUST00000238061	Txnl1		
ENSMUSG00000024583	ENSMUST00000237331	Txnl1		
ENSMUSG00000026035	ENSMUST00000117069	Ppil3		70225
ENSMUSG00000024583	ENSMUST00000236892	Txnl1		
ENSMUSG00000026035	ENSMUST00000114348	Ppil3		70225
ENSMUSG00000026035	ENSMUST00000081677	Ppil3		70225
ENSMUSG00000026035	ENSMUST00000114345	Ppil3		70225
ENSMUSG00000038708	ENSMUST00000084820	Golga4		54214
ENSMUSG00000026035	ENSMUST00000190048	Ppil3		70225
ENSMUSG00000026035	ENSMUST00000185990	Ppil3		70225
ENSMUSG00000038708	ENSMUST00000212097	Golga4		54214
ENSMUSG00000017299	ENSMUST00000017443	Dnttip1		
ENSMUSG00000038708	ENSMUST00000212461	Golga4		54214
ENSMUSG00000017299	ENSMUST00000109326	Dnttip1		
ENSMUSG00000038708	ENSMUST00000212183	Golga4		54214
ENSMUSG00000017299	ENSMUST00000109327	Dnttip1		
ENSMUSG00000061780	ENSMUST00000217837	Cfd		11537
ENSMUSG00000002058	ENSMUST00000002127	Unc119		22248
ENSMUSG00000038708	ENSMUST00000211840	Golga4		54214
ENSMUSG00000002058	ENSMUST00000108295	Unc119		22248
ENSMUSG00000038708	ENSMUST00000212274	Golga4		54214
ENSMUSG00000061780	ENSMUST00000061653	Cfd		11537
ENSMUSG00000038708	ENSMUST00000211846	Golga4		54214
ENSMUSG00000002058	ENSMUST00000100755	Unc119		22248
ENSMUSG00000039450	ENSMUST00000106148	Dcxr		67880
ENSMUSG00000039450	ENSMUST00000026144	Dcxr		67880
ENSMUSG00000024034	ENSMUST00000024833	Tmprss3		140765
ENSMUSG00000022820	ENSMUST00000023514	Ndufb4		68194
ENSMUSG00000022820	ENSMUST00000023514	Ndufb4		100042503
ENSMUSG00000040321	ENSMUST00000050668	Zfp770		228491
ENSMUSG00000024034	ENSMUST00000114549	Tmprss3		140765
ENSMUSG00000024034	ENSMUST00000237740	Tmprss3		140765
ENSMUSG00000026036	ENSMUST00000087521	Nif3l1		65102
ENSMUSG00000024034	ENSMUST00000236793	Tmprss3		140765
ENSMUSG00000026036	ENSMUST00000114337	Nif3l1		65102
ENSMUSG00000026036	ENSMUST00000129759	Nif3l1		65102
ENSMUSG00000026036	ENSMUST00000151272	Nif3l1		65102
ENSMUSG00000026036	ENSMUST00000171597	Nif3l1		65102
ENSMUSG00000002057	ENSMUST00000108294	Foxn1		15218
ENSMUSG00000025150	ENSMUST00000026148	Cbr2		12409
ENSMUSG00000025150	ENSMUST00000154565	Cbr2		12409
ENSMUSG00000078249	ENSMUST00000105046	Hmga1b		15361
ENSMUSG00000078249	ENSMUST00000105046	Hmga1b		111241
ENSMUSG00000078249	ENSMUST00000178955	Hmga1b		15361
ENSMUSG00000078249	ENSMUST00000178955	Hmga1b		111241
ENSMUSG00000057322	ENSMUST00000106602	Rpl38		67671
ENSMUSG00000057322	ENSMUST00000077915	Rpl38		67671
ENSMUSG00000001095	ENSMUST00000001122	Slc13a2		20500
ENSMUSG00000057322	ENSMUST00000106599	Rpl38		67671
ENSMUSG00000057322	ENSMUST00000082092	Rpl38		67671
ENSMUSG00000026037	ENSMUST00000027198	Orc2		18393
ENSMUSG00000026037	ENSMUST00000114325	Orc2		18393
ENSMUSG00000026037	ENSMUST00000190695	Orc2		18393
ENSMUSG00000025158	ENSMUST00000026156	Rfng	00514+2.4.1.222	19719
ENSMUSG00000026037	ENSMUST00000191206	Orc2		18393
ENSMUSG00000001403	ENSMUST00000088248	Ube2c		68612
ENSMUSG00000001403	ENSMUST00000001439	Ube2c		68612
ENSMUSG00000057147	ENSMUST00000102542	Dph6		66632
ENSMUSG00000057147	ENSMUST00000028640	Dph6		66632
ENSMUSG00000017300	ENSMUST00000103095	Tnnc2		21925
ENSMUSG00000027583	ENSMUST00000029106	Zbtb46		72147
ENSMUSG00000057147	ENSMUST00000055144	Dph6		66632
ENSMUSG00000061802	ENSMUST00000234788	Armc4		74934
ENSMUSG00000027583	ENSMUST00000087409	Zbtb46		72147
ENSMUSG00000027583	ENSMUST00000155535	Zbtb46		72147
ENSMUSG00000061802	ENSMUST00000234281	Armc4		74934
ENSMUSG00000027583	ENSMUST00000180222	Zbtb46		72147
ENSMUSG00000061802	ENSMUST00000234196	Armc4		74934
ENSMUSG00000039683	ENSMUST00000085774	Sdk1		330222
ENSMUSG00000061802	ENSMUST00000081275	Armc4		74934
ENSMUSG00000055882	ENSMUST00000069649	Abhd16b		241850
ENSMUSG00000039683	ENSMUST00000074546	Sdk1		330222
ENSMUSG00000066392	ENSMUST00000190626	Nrxn3		18191
ENSMUSG00000066392	ENSMUST00000167103	Nrxn3		18191
ENSMUSG00000066392	ENSMUST00000163134	Nrxn3		18191
ENSMUSG00000066392	ENSMUST00000057634	Nrxn3		18191
ENSMUSG00000052363	ENSMUST00000064192	Zdhhc19		245308
ENSMUSG00000034714	ENSMUST00000045779	Ttyh2		117160
ENSMUSG00000066392	ENSMUST00000238943	Nrxn3		18191
ENSMUSG00000052363	ENSMUST00000231510	Zdhhc19		245308
ENSMUSG00000066392	ENSMUST00000110133	Nrxn3		18191
ENSMUSG00000066392	ENSMUST00000110130	Nrxn3		18191
ENSMUSG00000066392	ENSMUST00000167887	Nrxn3		18191
ENSMUSG00000025156	ENSMUST00000153678	Gps1		209318
ENSMUSG00000032513	ENSMUST00000035099	Gorasp1		
ENSMUSG00000026418	ENSMUST00000132795	Tnni1		21952
ENSMUSG00000017307	ENSMUST00000134611	Acot8		170789
ENSMUSG00000017307	ENSMUST00000103094	Acot8		170789
ENSMUSG00000017307	ENSMUST00000017451	Acot8		170789
ENSMUSG00000050373	ENSMUST00000174070	Snx21		101113
ENSMUSG00000050373	ENSMUST00000172577	Snx21		101113
ENSMUSG00000050373	ENSMUST00000056181	Snx21		101113
ENSMUSG00000050373	ENSMUST00000152471	Snx21		101113
ENSMUSG00000050373	ENSMUST00000140519	Snx21		101113
ENSMUSG00000026418	ENSMUST00000152208	Tnni1		21952
ENSMUSG00000026418	ENSMUST00000152075	Tnni1		21952
ENSMUSG00000026418	ENSMUST00000154463	Tnni1		21952
ENSMUSG00000026418	ENSMUST00000139986	Tnni1		21952
ENSMUSG00000036251	ENSMUST00000113114	Trpm8		171382
ENSMUSG00000026418	ENSMUST00000148201	Tnni1		21952
ENSMUSG00000026418	ENSMUST00000129217	Tnni1		21952
ENSMUSG00000036251	ENSMUST00000040210	Trpm8		171382
ENSMUSG00000036251	ENSMUST00000171176	Trpm8		171382
ENSMUSG00000025156	ENSMUST00000100134	Gps1		209318
ENSMUSG00000025156	ENSMUST00000208737	Gps1		209318
ENSMUSG00000025156	ENSMUST00000116305	Gps1		209318
ENSMUSG00000024044	ENSMUST00000239167	Epb41l3		13823
ENSMUSG00000025156	ENSMUST00000172809	Gps1		209318
ENSMUSG00000022757	ENSMUST00000065515	Tfg		21787
ENSMUSG00000022757	ENSMUST00000127994	Tfg		21787
ENSMUSG00000034706	ENSMUST00000069325	Dnaic2		432611
ENSMUSG00000022757	ENSMUST00000136394	Tfg		21787
ENSMUSG00000022757	ENSMUST00000128551	Tfg		21787
ENSMUSG00000034706	ENSMUST00000092469	Dnaic2		432611
ENSMUSG00000022757	ENSMUST00000141404	Tfg		21787
ENSMUSG00000038335	ENSMUST00000128230	Tsr1		104662
ENSMUSG00000034706	ENSMUST00000141762	Dnaic2		432611
ENSMUSG00000024044	ENSMUST00000225740	Epb41l3		13823
ENSMUSG00000026970	ENSMUST00000028347	Rbms1		56878
ENSMUSG00000045822	ENSMUST00000052107	Zswim3		67538
ENSMUSG00000024044	ENSMUST00000080208	Epb41l3		13823
ENSMUSG00000026970	ENSMUST00000112509	Rbms1		56878
ENSMUSG00000024044	ENSMUST00000225977	Epb41l3		13823
ENSMUSG00000024044	ENSMUST00000238898	Epb41l3		13823
ENSMUSG00000000827	ENSMUST00000184588	Tpd52l2		66314
ENSMUSG00000024044	ENSMUST00000233509	Epb41l3		13823
ENSMUSG00000024044	ENSMUST00000232706	Epb41l3		13823
ENSMUSG00000026970	ENSMUST00000164147	Rbms1		56878
ENSMUSG00000038335	ENSMUST00000045807	Tsr1		104662
ENSMUSG00000024044	ENSMUST00000233964	Epb41l3		13823
ENSMUSG00000024044	ENSMUST00000223703	Epb41l3		13823
ENSMUSG00000027523	ENSMUST00000080493	Gnas		14683
ENSMUSG00000017764	ENSMUST00000017908	Zswim1		71971
ENSMUSG00000024044	ENSMUST00000224523	Epb41l3		13823
ENSMUSG00000017764	ENSMUST00000132282	Zswim1		71971
ENSMUSG00000038335	ENSMUST00000155702	Tsr1		104662
ENSMUSG00000032512	ENSMUST00000036561	Wdr48		67561
ENSMUSG00000024044	ENSMUST00000224951	Epb41l3		13823
ENSMUSG00000038335	ENSMUST00000153316	Tsr1		104662
ENSMUSG00000032512	ENSMUST00000217472	Wdr48		67561
ENSMUSG00000032512	ENSMUST00000215307	Wdr48		67561
ENSMUSG00000027523	ENSMUST00000154658	Gnas		14683
ENSMUSG00000024044	ENSMUST00000225695	Epb41l3		13823
ENSMUSG00000042978	ENSMUST00000239081	Sbk1	04714+2.7.11.1	104175
ENSMUSG00000042978	ENSMUST00000239081	Sbk1	05165+2.7.11.1	104175
ENSMUSG00000042978	ENSMUST00000239081	Sbk1	04150+2.7.11.1	104175
ENSMUSG00000042978	ENSMUST00000239081	Sbk1	04151+2.7.11.1	104175
ENSMUSG00000042978	ENSMUST00000239081	Sbk1	05170+2.7.11.1	104175
ENSMUSG00000042978	ENSMUST00000239081	Sbk1	04926+2.7.11.1	104175
ENSMUSG00000042978	ENSMUST00000239081	Sbk1	05163+2.7.11.1	104175
ENSMUSG00000032512	ENSMUST00000215167	Wdr48		67561
ENSMUSG00000042978	ENSMUST00000056028	Sbk1	04714+2.7.11.1	104175
ENSMUSG00000042978	ENSMUST00000056028	Sbk1	05165+2.7.11.1	104175
ENSMUSG00000042978	ENSMUST00000056028	Sbk1	04150+2.7.11.1	104175
ENSMUSG00000042978	ENSMUST00000056028	Sbk1	04151+2.7.11.1	104175
ENSMUSG00000042978	ENSMUST00000056028	Sbk1	05170+2.7.11.1	104175
ENSMUSG00000042978	ENSMUST00000056028	Sbk1	04926+2.7.11.1	104175
ENSMUSG00000042978	ENSMUST00000056028	Sbk1	05163+2.7.11.1	104175
ENSMUSG00000024044	ENSMUST00000112680	Epb41l3		13823
ENSMUSG00000027523	ENSMUST00000109088	Gnas		14683
ENSMUSG00000042978	ENSMUST00000206424	Sbk1		104175
ENSMUSG00000017767	ENSMUST00000017911	Spata25		75642
ENSMUSG00000042978	ENSMUST00000206541	Sbk1		104175
ENSMUSG00000051329	ENSMUST00000057481	Nup160		59015
ENSMUSG00000027523	ENSMUST00000087876	Gnas		14683
ENSMUSG00000027523	ENSMUST00000124935	Gnas		14683
ENSMUSG00000026603	ENSMUST00000027897	Smyd2		226830
ENSMUSG00000027523	ENSMUST00000156623	Gnas		14683
ENSMUSG00000020056	ENSMUST00000020248	Washc3		67282
ENSMUSG00000027523	ENSMUST00000149016	Gnas		14683
ENSMUSG00000020056	ENSMUST00000182299	Washc3		67282
ENSMUSG00000027523	ENSMUST00000133356	Gnas		14683
ENSMUSG00000020056	ENSMUST00000182183	Washc3		67282
ENSMUSG00000027523	ENSMUST00000087871	Gnas		14683
ENSMUSG00000020056	ENSMUST00000171151	Washc3		67282
ENSMUSG00000027523	ENSMUST00000148640	Gnas		14683
ENSMUSG00000020056	ENSMUST00000182619	Washc3		67282
ENSMUSG00000027523	ENSMUST00000109085	Gnas		14683
ENSMUSG00000027523	ENSMUST00000238318	Gnas		14683
ENSMUSG00000027523	ENSMUST00000109084	Gnas		14683
ENSMUSG00000027523	ENSMUST00000109083	Gnas		14683
ENSMUSG00000027523	ENSMUST00000238267	Gnas		14683
ENSMUSG00000000320	ENSMUST00000000329	Alox12		11684
ENSMUSG00000000320	ENSMUST00000108574	Alox12		11684
ENSMUSG00000010021	ENSMUST00000138804	Kif19a		286942
ENSMUSG00000053046	ENSMUST00000018971	Brsk2		75770
ENSMUSG00000032514	ENSMUST00000035100	Ttc21a		74052
ENSMUSG00000027523	ENSMUST00000185956	Gnas		14683
ENSMUSG00000053046	ENSMUST00000172652	Brsk2		75770
ENSMUSG00000027523	ENSMUST00000186907	Gnas		14683
ENSMUSG00000010021	ENSMUST00000084368	Kif19a		286942
ENSMUSG00000027523	ENSMUST00000109087	Gnas		14683
ENSMUSG00000027523	ENSMUST00000180362	Gnas		14683
ENSMUSG00000010021	ENSMUST00000138340	Kif19a		286942
ENSMUSG00000001323	ENSMUST00000108448	Srr		27364
ENSMUSG00000093674	ENSMUST00000177163	Rpl41		
ENSMUSG00000053046	ENSMUST00000174405	Brsk2		75770
ENSMUSG00000001323	ENSMUST00000121738	Srr		27364
ENSMUSG00000093674	ENSMUST00000176683	Rpl41		
ENSMUSG00000001323	ENSMUST00000108447	Srr		27364
ENSMUSG00000053046	ENSMUST00000105989	Brsk2		75770
ENSMUSG00000001323	ENSMUST00000128556	Srr		27364
ENSMUSG00000093674	ENSMUST00000176010	Rpl41		
ENSMUSG00000041354	ENSMUST00000047503	Rgl2		19732
ENSMUSG00000001323	ENSMUST00000123855	Srr		27364
ENSMUSG00000093674	ENSMUST00000176906	Rpl41		
ENSMUSG00000001323	ENSMUST00000138612	Srr		27364
ENSMUSG00000000202	ENSMUST00000000206	Btbd17		72014
ENSMUSG00000052336	ENSMUST00000064165	Cx3cr1		13051
ENSMUSG00000041354	ENSMUST00000173266	Rgl2		19732
ENSMUSG00000001323	ENSMUST00000065211	Srr		27364
ENSMUSG00000053046	ENSMUST00000075528	Brsk2		75770
ENSMUSG00000052336	ENSMUST00000215016	Cx3cr1		13051
ENSMUSG00000053046	ENSMUST00000174499	Brsk2		75770
ENSMUSG00000052336	ENSMUST00000177637	Cx3cr1		13051
ENSMUSG00000041354	ENSMUST00000234226	Rgl2		19732
ENSMUSG00000079243	ENSMUST00000111635	Xirp1		22437
ENSMUSG00000079243	ENSMUST00000213113	Xirp1		22437
ENSMUSG00000053046	ENSMUST00000172967	Brsk2		75770
ENSMUSG00000079243	ENSMUST00000238557	Xirp1		22437
ENSMUSG00000053046	ENSMUST00000173924	Brsk2		75770
ENSMUSG00000053046	ENSMUST00000173705	Brsk2		75770
ENSMUSG00000013833	ENSMUST00000105378	Med16		216154
ENSMUSG00000053046	ENSMUST00000174309	Brsk2		75770
ENSMUSG00000053046	ENSMUST00000174237	Brsk2		75770
ENSMUSG00000013833	ENSMUST00000165684	Med16		216154
ENSMUSG00000053046	ENSMUST00000173313	Brsk2		75770
ENSMUSG00000041354	ENSMUST00000173284	Rgl2		19732
ENSMUSG00000053046	ENSMUST00000173941	Brsk2		75770
ENSMUSG00000013833	ENSMUST00000164705	Med16		216154
ENSMUSG00000053046	ENSMUST00000078200	Brsk2		75770
ENSMUSG00000032515	ENSMUST00000035101	Csrnp1		215418
ENSMUSG00000013833	ENSMUST00000166964	Med16		216154
ENSMUSG00000000827	ENSMUST00000149163	Tpd52l2		66314
ENSMUSG00000013833	ENSMUST00000170409	Med16		216154
